ProductID,ProductName,ProductCategoryID,Price
95,Product_95,93,505.73
96,Product_96,93,275.41
97,Product_97,52,191.68
98,Product_98,82,910.9
99,Product_99,21,847.17
100,Product_100,64,470.81
101,Product_101,43,215.99
102,Product_102,40,261.79
103,Product_103,39,626.05
104,Product_104,30,127.19
105,Product_105,78,150.64
106,Product_106,42,891.09
107,Product_107,55,559.71
108,Product_108,48,444.9
109,Product_109,78,54.16
110,Product_110,19,870.95
111,Product_111,88,275.17
112,Product_112,36,231.93
113,Product_113,83,448.5
114,Product_114,26,472.54
115,Product_115,4,700.82
116,Product_116,30,761.81
117,Product_117,97,553.99
118,Product_118,50,747.87
119,Product_119,86,958.46
120,Product_120,51,575.47
121,Product_121,46,71.4
122,Product_122,72,357.9
123,Product_123,79,130.93
124,Product_124,37,126.66
125,Product_125,80,897.06
126,Product_126,83,717.03
127,Product_127,94,10.53
128,Product_128,39,931.3
129,Product_129,24,567.27
130,Product_130,35,962.33
131,Product_131,27,153.05
132,Product_132,64,610.88
133,Product_133,64,640.97
134,Product_134,9,579.67
135,Product_135,27,657.32
136,Product_136,36,856.44
137,Product_137,84,571.83
138,Product_138,63,660.89
139,Product_139,33,383.47
140,Product_140,25,999.77
141,Product_141,50,530.51
142,Product_142,24,388.14
143,Product_143,2,701.54
144,Product_144,89,852.45
145,Product_145,92,705.76
146,Product_146,47,852.26
147,Product_147,95,110.75
148,Product_148,85,193.68
149,Product_149,47,986.41
150,Product_150,91,729.04
151,Product_151,100,73.26
152,Product_152,48,943.8
153,Product_153,12,697.03
154,Product_154,82,434.1
155,Product_155,10,161.13
156,Product_156,68,268.06
157,Product_157,16,785.95
158,Product_158,61,471.08
159,Product_159,62,617.37
160,Product_160,57,438.77
161,Product_161,17,679.26
162,Product_162,18,339.37
163,Product_163,61,755.28
164,Product_164,97,442.77
165,Product_165,66,11.99
166,Product_166,62,371.4
167,Product_167,74,97.9
168,Product_168,43,824.89
169,Product_169,61,90.2
170,Product_170,5,162.62
171,Product_171,25,831.28
172,Product_172,18,445.26
173,Product_173,15,578.66
174,Product_174,96,782.31
175,Product_175,38,346.57
176,Product_176,18,931.27
177,Product_177,49,493.58
178,Product_178,82,709.19
179,Product_179,46,377.87
180,Product_180,61,814.94
181,Product_181,37,952.56
182,Product_182,18,943.3
183,Product_183,87,472.47
184,Product_184,100,141.84
185,Product_185,57,186.41
186,Product_186,32,423.39
187,Product_187,9,80.22
188,Product_188,99,281.25
189,Product_189,96,598.77
190,Product_190,12,650.35
191,Product_191,60,13.36
192,Product_192,16,104.54
193,Product_193,26,621.27
194,Product_194,81,809.14
195,Product_195,62,115.98
196,Product_196,18,625.7
197,Product_197,98,400.44
198,Product_198,22,628.19
199,Product_199,2,66.13
200,Product_200,57,796.71
201,Product_201,35,245.84
202,Product_202,46,552.28
203,Product_203,71,285.64
204,Product_204,25,161.49
205,Product_205,49,951.69
206,Product_206,42,880.66
207,Product_207,67,759.6
208,Product_208,27,401.42
209,Product_209,69,926.6
210,Product_210,44,641.32
211,Product_211,16,306.0
212,Product_212,12,426.86
213,Product_213,17,621.24
214,Product_214,39,928.75
215,Product_215,71,243.09
216,Product_216,70,238.51
217,Product_217,50,652.28
218,Product_218,82,352.64
219,Product_219,92,96.22
220,Product_220,28,833.05
221,Product_221,35,692.05
222,Product_222,36,479.59
223,Product_223,51,872.81
224,Product_224,49,885.46
225,Product_225,44,896.27
226,Product_226,96,271.05
227,Product_227,55,66.62
228,Product_228,9,416.33
229,Product_229,90,848.9
230,Product_230,89,473.49
231,Product_231,31,528.18
232,Product_232,63,693.3
233,Product_233,45,717.44
234,Product_234,95,402.97
235,Product_235,13,716.74
236,Product_236,38,861.8
237,Product_237,13,412.65
238,Product_238,78,606.29
239,Product_239,42,339.27
240,Product_240,53,994.71
241,Product_241,22,696.22
242,Product_242,86,431.65
243,Product_243,57,248.39
244,Product_244,38,138.58
245,Product_245,55,230.69
246,Product_246,95,777.6
247,Product_247,9,81.29
248,Product_248,87,842.83
249,Product_249,1,435.76
250,Product_250,96,719.42
251,Product_251,30,520.77
252,Product_252,59,993.13
253,Product_253,7,598.75
254,Product_254,94,163.22
255,Product_255,77,456.42
256,Product_256,52,590.88
257,Product_257,87,217.41
258,Product_258,65,216.24
259,Product_259,54,867.35
260,Product_260,67,870.05
261,Product_261,98,76.06
262,Product_262,32,612.2
263,Product_263,88,726.41
264,Product_264,66,641.17
265,Product_265,100,764.35
266,Product_266,54,346.06
267,Product_267,54,312.0
268,Product_268,14,908.85
269,Product_269,6,187.9
270,Product_270,68,544.71
271,Product_271,47,990.27
272,Product_272,41,581.07
273,Product_273,28,937.33
274,Product_274,15,622.16
275,Product_275,81,12.86
276,Product_276,76,998.05
277,Product_277,77,429.34
278,Product_278,8,192.96
279,Product_279,99,215.01
280,Product_280,72,456.5
281,Product_281,31,716.19
282,Product_282,31,348.9
283,Product_283,14,445.38
284,Product_284,38,79.61
285,Product_285,15,529.67
286,Product_286,81,994.14
287,Product_287,94,299.47
288,Product_288,100,259.31
289,Product_289,65,774.33
290,Product_290,28,830.58
291,Product_291,28,531.67
292,Product_292,46,648.28
293,Product_293,77,637.91
294,Product_294,89,723.91
295,Product_295,23,336.37
296,Product_296,97,930.99
297,Product_297,2,804.39
298,Product_298,78,473.69
299,Product_299,64,726.31
300,Product_300,15,260.83
301,Product_301,82,505.89
302,Product_302,66,92.63
303,Product_303,23,161.07
304,Product_304,96,856.11
305,Product_305,61,757.85
306,Product_306,11,913.02
307,Product_307,71,185.86
308,Product_308,15,822.81
309,Product_309,92,391.47
310,Product_310,9,434.3
311,Product_311,43,403.22
312,Product_312,61,614.16
313,Product_313,34,752.51
314,Product_314,49,386.74
315,Product_315,76,934.88
316,Product_316,42,461.97
317,Product_317,34,243.27
318,Product_318,83,507.82
319,Product_319,42,257.98
320,Product_320,71,865.75
321,Product_321,15,466.73
322,Product_322,56,320.45
323,Product_323,34,119.16
324,Product_324,100,991.02
325,Product_325,22,484.54
326,Product_326,94,262.74
327,Product_327,8,463.91
328,Product_328,78,563.19
329,Product_329,56,919.09
330,Product_330,84,207.19
331,Product_331,9,425.99
332,Product_332,50,279.56
333,Product_333,37,816.4
334,Product_334,35,720.9
335,Product_335,64,152.93
336,Product_336,56,733.34
337,Product_337,49,466.9
338,Product_338,38,410.23
339,Product_339,5,712.4
340,Product_340,20,751.03
341,Product_341,84,281.7
342,Product_342,4,984.31
343,Product_343,38,106.46
344,Product_344,45,283.24
345,Product_345,47,484.45
346,Product_346,95,246.45
347,Product_347,50,905.57
348,Product_348,25,224.79
349,Product_349,26,996.83
350,Product_350,26,330.8
351,Product_351,75,555.78
352,Product_352,23,832.54
353,Product_353,20,789.23
354,Product_354,33,335.63
355,Product_355,8,426.73
356,Product_356,87,412.32
357,Product_357,82,248.43
358,Product_358,65,283.77
359,Product_359,56,239.89
360,Product_360,23,983.64
361,Product_361,15,717.6
362,Product_362,89,735.58
363,Product_363,59,478.73
364,Product_364,68,697.89
365,Product_365,45,550.01
366,Product_366,69,570.47
367,Product_367,55,872.04
368,Product_368,25,818.46
369,Product_369,95,282.44
370,Product_370,87,147.29
371,Product_371,91,264.63
372,Product_372,67,662.7
373,Product_373,82,188.99
374,Product_374,26,215.22
375,Product_375,26,133.52
376,Product_376,88,72.69
377,Product_377,64,124.14
378,Product_378,86,28.4
379,Product_379,19,917.04
380,Product_380,24,583.25
381,Product_381,89,714.82
382,Product_382,56,264.61
383,Product_383,64,896.31
384,Product_384,19,352.27
385,Product_385,92,722.84
386,Product_386,94,576.84
387,Product_387,71,502.31
388,Product_388,74,281.29
389,Product_389,46,173.04
390,Product_390,27,394.38
391,Product_391,60,888.78
392,Product_392,37,848.78
393,Product_393,48,341.56
394,Product_394,85,603.24
395,Product_395,42,407.79
396,Product_396,68,872.75
397,Product_397,68,802.58
398,Product_398,89,934.1
399,Product_399,66,506.36
400,Product_400,41,250.65
401,Product_401,86,111.91
402,Product_402,66,136.46
403,Product_403,93,312.24
404,Product_404,72,582.33
405,Product_405,48,464.4
406,Product_406,16,329.53
407,Product_407,98,187.45
408,Product_408,56,594.39
409,Product_409,9,737.8
410,Product_410,8,83.33
411,Product_411,66,885.48
412,Product_412,56,305.34
413,Product_413,55,410.54
414,Product_414,80,103.81
415,Product_415,50,722.03
416,Product_416,44,186.01
417,Product_417,85,172.81
418,Product_418,45,834.83
419,Product_419,26,167.67
420,Product_420,20,901.55
421,Product_421,69,512.2
422,Product_422,28,911.87
423,Product_423,73,18.73
424,Product_424,61,928.99
425,Product_425,92,853.47
426,Product_426,1,831.27
427,Product_427,56,852.15
428,Product_428,20,886.5
429,Product_429,96,985.05
430,Product_430,45,464.28
431,Product_431,8,114.22
432,Product_432,57,206.7
433,Product_433,33,54.82
434,Product_434,57,367.49
435,Product_435,66,762.7
436,Product_436,91,915.81
437,Product_437,60,524.77
438,Product_438,17,223.42
439,Product_439,91,631.39
440,Product_440,1,569.52
441,Product_441,49,178.2
442,Product_442,34,545.7
443,Product_443,27,863.55
444,Product_444,58,138.26
445,Product_445,39,392.54
446,Product_446,91,879.2
447,Product_447,37,369.5
448,Product_448,25,278.72
449,Product_449,27,369.53
450,Product_450,3,879.25
451,Product_451,78,548.86
452,Product_452,66,560.01
453,Product_453,13,39.27
454,Product_454,62,640.54
455,Product_455,34,98.86
456,Product_456,2,291.19
457,Product_457,26,972.61
458,Product_458,100,661.66
459,Product_459,7,401.81
460,Product_460,89,784.06
461,Product_461,36,295.65
462,Product_462,25,918.0
463,Product_463,13,777.39
464,Product_464,90,798.06
465,Product_465,7,757.74
466,Product_466,49,982.52
467,Product_467,61,224.89
468,Product_468,62,473.55
469,Product_469,36,855.56
470,Product_470,68,305.04
471,Product_471,60,308.48
472,Product_472,93,924.42
473,Product_473,100,756.26
474,Product_474,18,478.1
475,Product_475,56,596.43
476,Product_476,23,560.57
477,Product_477,5,796.55
478,Product_478,95,848.08
479,Product_479,88,192.82
480,Product_480,63,865.5
481,Product_481,17,116.4
482,Product_482,65,31.38
483,Product_483,17,680.08
484,Product_484,100,680.88
485,Product_485,41,163.22
486,Product_486,42,780.51
487,Product_487,61,376.81
488,Product_488,16,197.63
489,Product_489,56,187.39
490,Product_490,2,780.35
491,Product_491,24,58.46
492,Product_492,35,527.08
493,Product_493,74,935.42
494,Product_494,56,236.39
495,Product_495,18,303.89
496,Product_496,16,498.89
497,Product_497,81,319.37
498,Product_498,44,23.61
499,Product_499,88,264.16
500,Product_500,66,974.63
501,Product_501,89,851.48
502,Product_502,1,213.14
503,Product_503,49,559.65
504,Product_504,24,600.27
505,Product_505,37,272.23
506,Product_506,83,849.7
507,Product_507,2,287.38
508,Product_508,64,260.82
509,Product_509,16,136.68
510,Product_510,31,96.74
511,Product_511,53,726.88
512,Product_512,14,690.56
513,Product_513,66,937.15
514,Product_514,70,262.26
515,Product_515,28,579.7
516,Product_516,75,254.56
517,Product_517,8,956.95
518,Product_518,65,602.07
519,Product_519,89,229.75
520,Product_520,40,181.8
521,Product_521,12,599.85
522,Product_522,14,135.7
523,Product_523,63,786.08
524,Product_524,88,631.78
525,Product_525,23,120.42
526,Product_526,13,553.32
527,Product_527,50,66.75
528,Product_528,60,911.48
529,Product_529,1,265.3
530,Product_530,13,929.15
531,Product_531,9,811.29
532,Product_532,34,806.17
533,Product_533,55,314.44
534,Product_534,77,139.77
535,Product_535,72,975.6
536,Product_536,86,477.75
537,Product_537,30,99.05
538,Product_538,99,393.56
539,Product_539,41,128.4
540,Product_540,23,413.22
541,Product_541,93,483.01
542,Product_542,65,814.68
543,Product_543,6,260.84
544,Product_544,12,617.38
545,Product_545,41,931.29
546,Product_546,8,47.99
547,Product_547,94,717.89
548,Product_548,42,609.51
549,Product_549,5,804.02
550,Product_550,66,151.54
551,Product_551,21,415.18
552,Product_552,83,92.06
553,Product_553,67,336.14
554,Product_554,71,746.3
555,Product_555,52,47.34
556,Product_556,51,391.27
557,Product_557,68,993.18
558,Product_558,13,75.69
559,Product_559,75,49.15
560,Product_560,39,553.2
561,Product_561,97,102.75
562,Product_562,23,387.26
563,Product_563,73,607.35
564,Product_564,93,329.41
565,Product_565,72,358.65
566,Product_566,19,165.29
567,Product_567,10,666.06
568,Product_568,82,45.82
569,Product_569,94,867.88
570,Product_570,9,607.24
571,Product_571,77,777.42
572,Product_572,51,814.92
573,Product_573,74,895.19
574,Product_574,56,146.06
575,Product_575,2,717.25
576,Product_576,61,227.82
577,Product_577,19,270.17
578,Product_578,28,190.85
579,Product_579,67,190.92
580,Product_580,37,594.51
581,Product_581,48,404.2
582,Product_582,86,415.72
583,Product_583,76,951.89
584,Product_584,93,208.94
585,Product_585,61,405.4
586,Product_586,66,873.8
587,Product_587,38,912.22
588,Product_588,43,146.41
589,Product_589,75,374.0
590,Product_590,46,547.73
591,Product_591,19,479.89
592,Product_592,57,331.09
593,Product_593,28,651.12
594,Product_594,12,634.88
595,Product_595,67,603.37
596,Product_596,62,170.72
597,Product_597,29,486.86
598,Product_598,40,695.16
599,Product_599,57,95.23
600,Product_600,9,795.1
601,Product_601,69,565.08
602,Product_602,94,517.15
603,Product_603,77,186.95
604,Product_604,4,300.48
605,Product_605,96,434.02
606,Product_606,37,282.28
607,Product_607,56,306.76
608,Product_608,57,167.37
609,Product_609,6,500.88
610,Product_610,52,848.85
611,Product_611,40,982.71
612,Product_612,100,418.07
613,Product_613,50,824.18
614,Product_614,25,427.51
615,Product_615,98,87.18
616,Product_616,26,521.62
617,Product_617,65,761.4
618,Product_618,56,17.33
619,Product_619,30,717.71
620,Product_620,67,685.4
621,Product_621,58,932.05
622,Product_622,44,327.83
623,Product_623,16,685.84
624,Product_624,25,253.49
625,Product_625,82,524.44
626,Product_626,5,77.98
627,Product_627,70,493.1
628,Product_628,19,571.54
629,Product_629,40,747.47
630,Product_630,44,102.96
631,Product_631,22,323.04
632,Product_632,10,477.58
633,Product_633,56,416.2
634,Product_634,39,732.16
635,Product_635,52,456.61
636,Product_636,6,158.15
637,Product_637,25,556.28
638,Product_638,82,791.35
639,Product_639,79,265.22
640,Product_640,26,744.47
641,Product_641,3,352.77
642,Product_642,16,204.88
643,Product_643,6,700.59
644,Product_644,1,491.58
645,Product_645,81,600.14
646,Product_646,69,758.98
647,Product_647,98,524.7
648,Product_648,59,915.16
649,Product_649,18,975.39
650,Product_650,27,14.09
651,Product_651,75,884.21
652,Product_652,87,868.37
653,Product_653,60,539.53
654,Product_654,62,535.44
655,Product_655,15,126.19
656,Product_656,96,244.84
657,Product_657,85,208.48
658,Product_658,97,296.54
659,Product_659,76,250.68
660,Product_660,38,536.02
661,Product_661,46,977.04
662,Product_662,23,136.05
663,Product_663,36,436.01
664,Product_664,75,830.13
665,Product_665,52,622.59
666,Product_666,92,363.09
667,Product_667,75,80.4
668,Product_668,34,762.92
669,Product_669,81,94.46
670,Product_670,66,79.81
671,Product_671,70,761.53
672,Product_672,12,973.95
673,Product_673,35,304.63
674,Product_674,58,399.16
675,Product_675,24,179.12
676,Product_676,32,232.3
677,Product_677,72,129.58
678,Product_678,75,693.2
679,Product_679,24,737.4
680,Product_680,71,622.5
681,Product_681,97,295.2
682,Product_682,90,232.07
683,Product_683,52,862.38
684,Product_684,18,65.04
685,Product_685,5,247.51
686,Product_686,65,807.37
687,Product_687,78,423.73
688,Product_688,6,278.99
689,Product_689,5,584.7
690,Product_690,63,434.27
691,Product_691,27,142.27
692,Product_692,61,817.89
693,Product_693,25,593.8
694,Product_694,42,515.11
695,Product_695,12,924.75
696,Product_696,98,860.52
697,Product_697,61,396.12
698,Product_698,90,670.32
699,Product_699,98,113.0
700,Product_700,83,937.83
701,Product_701,11,150.35
702,Product_702,63,169.14
703,Product_703,61,809.77
704,Product_704,40,450.97
705,Product_705,14,408.03
706,Product_706,46,66.92
707,Product_707,85,395.6
708,Product_708,20,244.84
709,Product_709,90,199.11
710,Product_710,95,785.54
711,Product_711,37,153.51
712,Product_712,89,859.63
713,Product_713,25,573.64
714,Product_714,27,628.19
715,Product_715,4,496.17
716,Product_716,71,42.78
717,Product_717,18,233.5
718,Product_718,15,787.01
719,Product_719,11,218.64
720,Product_720,48,209.69
721,Product_721,44,495.66
722,Product_722,40,880.68
723,Product_723,42,567.43
724,Product_724,37,893.54
725,Product_725,95,371.53
726,Product_726,74,796.62
727,Product_727,57,264.44
728,Product_728,86,961.22
729,Product_729,65,823.56
730,Product_730,5,999.57
731,Product_731,48,360.26
732,Product_732,24,457.38
733,Product_733,40,316.16
734,Product_734,15,348.37
735,Product_735,9,828.03
736,Product_736,26,521.4
737,Product_737,74,44.37
738,Product_738,2,937.64
739,Product_739,19,56.21
740,Product_740,43,153.24
741,Product_741,29,555.76
742,Product_742,23,235.09
743,Product_743,45,860.67
744,Product_744,91,306.05
745,Product_745,32,510.94
746,Product_746,45,281.7
747,Product_747,21,499.22
748,Product_748,75,446.11
749,Product_749,61,918.94
750,Product_750,83,37.35
751,Product_751,21,150.99
752,Product_752,81,155.32
753,Product_753,72,224.5
754,Product_754,91,603.57
755,Product_755,47,394.3
756,Product_756,49,267.48
757,Product_757,65,319.0
758,Product_758,2,317.99
759,Product_759,16,694.85
760,Product_760,62,252.62
761,Product_761,31,143.25
762,Product_762,74,837.89
763,Product_763,2,865.25
764,Product_764,33,794.45
765,Product_765,96,982.71
766,Product_766,53,442.72
767,Product_767,78,19.6
768,Product_768,15,646.54
769,Product_769,7,609.08
770,Product_770,55,220.07
771,Product_771,34,395.82
772,Product_772,89,152.52
773,Product_773,25,945.64
774,Product_774,18,630.23
775,Product_775,18,330.2
776,Product_776,92,11.44
777,Product_777,22,144.05
778,Product_778,65,619.0
779,Product_779,88,787.36
780,Product_780,59,576.39
781,Product_781,26,899.66
782,Product_782,32,723.62
783,Product_783,87,881.62
784,Product_784,96,141.33
785,Product_785,82,11.86
786,Product_786,5,489.45
787,Product_787,41,208.09
788,Product_788,14,536.61
789,Product_789,89,961.45
790,Product_790,28,786.32
791,Product_791,22,730.97
792,Product_792,40,631.93
793,Product_793,96,665.75
794,Product_794,47,289.54
795,Product_795,41,665.94
796,Product_796,98,435.34
797,Product_797,45,911.39
798,Product_798,75,488.11
799,Product_799,3,799.98
800,Product_800,50,756.73
801,Product_801,39,490.15
802,Product_802,93,907.95
803,Product_803,48,653.48
804,Product_804,62,650.01
805,Product_805,59,296.41
806,Product_806,24,948.48
807,Product_807,48,179.22
808,Product_808,26,487.65
809,Product_809,30,969.9
810,Product_810,65,879.71
811,Product_811,65,43.87
812,Product_812,45,987.16
813,Product_813,36,598.41
814,Product_814,54,979.26
815,Product_815,2,376.69
816,Product_816,47,529.34
817,Product_817,95,939.01
818,Product_818,56,26.3
819,Product_819,71,601.97
820,Product_820,52,181.83
821,Product_821,56,420.94
822,Product_822,47,431.53
823,Product_823,58,558.35
824,Product_824,12,237.03
825,Product_825,57,520.05
826,Product_826,80,113.82
827,Product_827,81,87.41
828,Product_828,79,385.6
829,Product_829,26,97.35
830,Product_830,9,738.11
831,Product_831,48,612.88
832,Product_832,98,987.87
833,Product_833,70,785.39
834,Product_834,24,647.68
835,Product_835,56,134.53
836,Product_836,73,415.73
837,Product_837,81,788.61
838,Product_838,96,287.12
839,Product_839,30,805.12
840,Product_840,11,553.82
841,Product_841,12,639.6
842,Product_842,6,648.05
843,Product_843,54,367.17
844,Product_844,93,974.59
845,Product_845,77,599.43
846,Product_846,69,372.81
847,Product_847,43,829.5
848,Product_848,11,753.57
849,Product_849,54,749.54
850,Product_850,21,936.23
851,Product_851,82,873.07
852,Product_852,22,793.03
853,Product_853,100,69.29
854,Product_854,59,365.43
855,Product_855,27,478.85
856,Product_856,87,493.62
857,Product_857,17,175.7
858,Product_858,78,284.69
859,Product_859,97,856.59
860,Product_860,55,915.24
861,Product_861,53,255.52
862,Product_862,42,764.85
863,Product_863,44,427.27
864,Product_864,19,49.98
865,Product_865,15,127.45
866,Product_866,41,952.18
867,Product_867,49,382.85
868,Product_868,49,272.65
869,Product_869,41,565.33
870,Product_870,1,935.38
871,Product_871,39,838.02
872,Product_872,86,955.78
873,Product_873,50,406.17
874,Product_874,32,724.05
875,Product_875,10,225.64
876,Product_876,74,241.13
877,Product_877,43,178.24
878,Product_878,68,176.33
879,Product_879,60,832.8
880,Product_880,23,679.77
881,Product_881,21,565.24
882,Product_882,74,899.25
883,Product_883,67,105.13
884,Product_884,65,49.71
885,Product_885,44,61.52
886,Product_886,89,423.03
887,Product_887,20,718.83
888,Product_888,31,450.38
889,Product_889,94,711.87
890,Product_890,13,764.54
891,Product_891,4,133.94
892,Product_892,47,649.25
893,Product_893,5,654.2
894,Product_894,90,38.69
895,Product_895,71,928.04
896,Product_896,68,603.46
897,Product_897,98,710.2
898,Product_898,41,688.34
899,Product_899,65,70.31
900,Product_900,86,592.35
901,Product_901,13,72.25
902,Product_902,35,255.62
903,Product_903,51,505.43
904,Product_904,37,871.18
905,Product_905,82,539.1
906,Product_906,32,221.71
907,Product_907,71,653.82
908,Product_908,23,306.67
909,Product_909,28,135.26
910,Product_910,65,838.8
911,Product_911,36,188.76
912,Product_912,42,844.21
913,Product_913,99,731.62
914,Product_914,14,470.32
915,Product_915,15,772.09
916,Product_916,47,632.68
917,Product_917,25,926.18
918,Product_918,79,915.51
919,Product_919,81,20.42
920,Product_920,29,975.43
921,Product_921,58,612.59
922,Product_922,47,977.63
923,Product_923,6,475.74
924,Product_924,61,272.96
925,Product_925,71,203.58
926,Product_926,35,631.75
927,Product_927,7,443.45
928,Product_928,1,487.11
929,Product_929,73,194.93
930,Product_930,62,115.33
931,Product_931,77,23.26
932,Product_932,79,756.7
933,Product_933,37,932.48
934,Product_934,45,555.56
935,Product_935,94,951.35
936,Product_936,94,353.02
937,Product_937,83,720.63
938,Product_938,33,583.51
939,Product_939,40,129.07
940,Product_940,67,272.33
941,Product_941,94,950.74
942,Product_942,59,494.69
943,Product_943,55,327.13
944,Product_944,50,745.53
945,Product_945,65,651.71
946,Product_946,10,829.78
947,Product_947,4,488.72
948,Product_948,37,725.98
949,Product_949,33,37.67
950,Product_950,51,932.35
951,Product_951,12,290.04
952,Product_952,67,788.28
953,Product_953,60,98.53
954,Product_954,32,553.42
955,Product_955,38,352.92
956,Product_956,9,98.78
957,Product_957,94,160.83
958,Product_958,30,590.54
959,Product_959,36,710.87
960,Product_960,49,323.93
961,Product_961,60,59.59
962,Product_962,73,773.08
963,Product_963,66,340.88
964,Product_964,26,761.54
965,Product_965,15,955.89
966,Product_966,94,557.69
967,Product_967,50,358.3
968,Product_968,26,231.98
969,Product_969,97,112.64
970,Product_970,42,404.78
971,Product_971,17,648.77
972,Product_972,49,654.84
973,Product_973,88,245.29
974,Product_974,48,743.5
975,Product_975,19,790.48
976,Product_976,9,109.58
977,Product_977,83,66.66
978,Product_978,54,453.41
979,Product_979,32,842.11
980,Product_980,85,587.78
981,Product_981,59,929.74
982,Product_982,8,534.28
983,Product_983,54,292.07
984,Product_984,1,902.39
985,Product_985,78,537.24
986,Product_986,54,911.42
987,Product_987,98,773.55
988,Product_988,77,870.07
989,Product_989,5,856.44
990,Product_990,52,57.98
991,Product_991,36,242.94
992,Product_992,67,156.39
993,Product_993,44,588.68
994,Product_994,44,780.0
995,Product_995,10,537.85
996,Product_996,65,729.2
997,Product_997,6,956.55
998,Product_998,20,625.17
999,Product_999,68,895.37
1000,Product_1000,62,232.02
1001,Product_1001,32,888.49
1002,Product_1002,81,823.06
1003,Product_1003,23,427.36
1004,Product_1004,75,921.86
1005,Product_1005,37,136.25
1006,Product_1006,7,544.52
1007,Product_1007,40,574.89
1008,Product_1008,8,387.88
1009,Product_1009,83,894.48
1010,Product_1010,22,768.39
1011,Product_1011,80,71.5
1012,Product_1012,23,858.75
1013,Product_1013,27,505.84
1014,Product_1014,59,153.21
1015,Product_1015,97,388.97
1016,Product_1016,35,12.56
1017,Product_1017,33,783.75
1018,Product_1018,45,192.69
1019,Product_1019,22,224.42
1020,Product_1020,43,913.31
1021,Product_1021,73,915.71
1022,Product_1022,9,126.9
1023,Product_1023,93,405.21
1024,Product_1024,38,116.29
1025,Product_1025,86,157.17
1026,Product_1026,62,481.86
1027,Product_1027,100,669.36
1028,Product_1028,89,111.97
1029,Product_1029,64,606.02
1030,Product_1030,71,830.09
1031,Product_1031,38,658.68
1032,Product_1032,18,501.77
1033,Product_1033,88,24.67
1034,Product_1034,84,443.18
1035,Product_1035,26,959.76
1036,Product_1036,81,238.67
1037,Product_1037,89,329.26
1038,Product_1038,20,646.86
1039,Product_1039,83,261.59
1040,Product_1040,9,628.06
1041,Product_1041,12,840.78
1042,Product_1042,56,494.85
1043,Product_1043,86,739.1
1044,Product_1044,31,657.57
1045,Product_1045,25,340.84
1046,Product_1046,42,520.01
1047,Product_1047,77,282.19
1048,Product_1048,86,314.23
1049,Product_1049,81,203.75
1050,Product_1050,47,720.48
1051,Product_1051,23,813.61
1052,Product_1052,30,937.39
1053,Product_1053,4,80.47
1054,Product_1054,16,246.83
1055,Product_1055,48,217.21
1056,Product_1056,59,887.32
1057,Product_1057,58,259.91
1058,Product_1058,73,244.65
1059,Product_1059,21,553.39
1060,Product_1060,46,184.73
1061,Product_1061,16,997.63
1062,Product_1062,33,412.45
1063,Product_1063,46,518.37
